temperatura_sala,consumo_iluminacion,temperatura_exterior,humedad_exterior,temperatura_meteorologica,hora,dia_semana,mes,es_fin_de_semana_enc,rango_termico_enc
0.364705882352941,0.42857142857142855,0.4785840492292696,0.8840579710144927,0.46963562753036436,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.42857142857142855,0.47151648083835973,0.8840579710144927,0.4649122807017543,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.42857142857142855,0.46152440138914275,0.8840579710144927,0.4601889338731445,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.5714285714285714,0.4568939255468225,0.8840579710144927,0.45546558704453444,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.5714285714285714,0.45445683299823325,0.8840579710144927,0.45074224021592424,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.5714285714285714,0.45201974044964355,0.8840579710144927,0.4460188933873146,0.7391304347826086,0.0,0.0,0,2
0.364705882352941,0.7142857142857143,0.45067933954791917,0.8840579710144927,0.44129554655870445,0.7826086956521738,0.0,0.0,0,2
0.364705882352941,0.7142857142857143,0.44799853774447085,0.8816425120772942,0.44197031039136314,0.7826086956521738,0.0,0.0,0,2
0.364705882352941,0.5714285714285714,0.44556144519588115,0.8792270531400972,0.44264507422402144,0.7826086956521738,0.0,0.0,0,2
0.36823529411764677,0.5714285714285714,0.44799853774447085,0.8768115942028987,0.4433198380566802,0.7826086956521738,0.0,0.0,0,2
0.3831372549019647,1.0,0.44799853774447085,0.8743961352656999,0.44399460188933887,0.7826086956521738,0.0,0.0,0,2
0.3913725490196118,0.8571428571428571,0.44556144519588115,0.871980676328503,0.44466936572199717,0.7826086956521738,0.0,0.0,0,2
0.40784313725490473,0.7142857142857143,0.44556144519588115,0.8695652173913044,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.4270588235294117,0.5714285714285714,0.4435203801864376,0.8623188405797102,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.4419607843137292,0.14285714285714285,0.4373971851581064,0.855072463768116,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.46274509803921116,0.14285714285714285,0.4337415463352221,0.8478260869565217,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.47843137254902346,0.14285714285714285,0.4310607445317737,0.8405797101449275,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.48235294117647043,0.42857142857142855,0.4237494668860051,0.8333333333333333,0.44534412955465585,0.8260869565217391,0.0,0.0,0,2
0.48235294117647043,0.42857142857142855,0.4166818984950952,0.8260869565217392,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
0.48235294117647043,0.5714285714285714,0.4166818984950952,0.8236714975845405,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
0.48235294117647043,0.2857142857142857,0.4215560835922746,0.8212560386473435,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
0.48941176470588243,0.5714285714285714,0.4227746298665692,0.818840579710145,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
0.49294117647058777,0.5714285714285714,0.42496801316029975,0.8164251207729465,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
0.5007843137254941,0.5714285714285714,0.4272832510814597,0.8140096618357493,0.44534412955465585,0.8695652173913043,0.0,0.0,0,2
